Node_ID,Node_Name,Degree,Community,Betweenness_Centrality
6359,Ricki Lander,3,25,78819.83528190352
19222,Don Stroud,3,20,95946.22552888405
82009,Boman Irani,3,44,630500.078280855
2669,Nigel Scott,3,21,106664.78950956599
2665,Richard Muller,3,0,66571.29977849282
19181,Walon Green,3,20,217776.1350135726
19247,David Steen,3,28,374616.8888169097
43479,Jesse De Luna,3,10,99231.6162250137
39145,Chris Eigeman,3,15,225550.99493724183
39173,Bill Unger,3,9,6911.154069425341
43420,Bela Trutz,3,16,32905.722626895295
39085,Anastasia Sanidopoulos Mousis,3,11,24140.53422361769
39144,Scott Kordish,3,15,102915.72944004973
43495,Nicci Schinman,3,15,98807.17067383562
39102,Lance Johnson,3,15,32697.99888615833
39100,Owen Burke,3,11,35931.46572966605
82017,Deepika Padukone,3,44,784776.5270575964
19200,Joseph F. Valentine,3,9,18906.844906720937
19259,Misty Upham,3,37,107020.39734757689
81874,Tom Cullen,3,2,135059.76731166113
81901,Brian Yuzna,3,9,60970.16894456912
441,Alex Wuttke,3,2,97013.97900339252
12741,Simon Cozens,3,2,40944.028305057334
12755,Michael A. Carter,3,1,17590.690277298243
43547,Ken Edwards,3,10,178995.84378705983
43561,John J. McLaughlin,3,1,37990.74128831496
43549,Jeff Gibbs,3,14,218471.75595407383
43579,Luke DiTommaso,3,15,44529.06061220935
39098,Kat Samick,3,25,25531.735702024085
2377,Carolyn Blackwood,3,0,2188.3255143334086
2374,Derrick Auyoung,3,17,41089.17711275901
81900,Jaume Puig,3,29,54608.52638885113
43572,Charlotta Forssman,3,15,43252.580751844966
6351,Reid Harper,3,1,54142.19493944582
39053,Stacey Scowley,3,15,16861.327787995247
6337,Rich Dietl,3,14,26660.79296730577
12725,Doug Cockle,3,21,88161.71227417629
12724,Suzie F. Wiesmann,3,2,46883.1189765487
12722,Martin Sherman,3,2,119123.77655512176
12776,Wayne Stone,3,9,122973.94199537576
12775,Chris Larkin,3,2,111330.22960575271
39095,Jeremy Woodward,3,5,27916.240875569267
6960,David Fulton,3,1,31778.20470172627
6963,Peter Breitmayer,3,1,25593.747492196107
43584,Jason Velez,3,15,86072.37285855233
43605,Rob Bertola,3,17,84882.84773840178
19256,Steve Duncan,3,19,44627.99336882325
19252,Cooper Huckabee,3,10,85000.21956286885
19251,Keith Jefferson,3,46,123569.06054125084
19280,Kim Collins,3,21,125218.2573836466
19277,Marcus Henderson,3,0,147320.40555499028
81859,Sharmishta Roy,3,44,39178.66098379948
19238,Jacquelyn Twodat Jackson,3,9,147703.91698983812
43631,Catherine Leterrier,3,30,112307.686458866
43627,David Zelon,3,25,16037.869464505897
43626,Tyson Beckford,3,19,95373.69740784602
43624,Dwayne Adway,3,25,60057.32065247997
43616,Rebecca Holmes,3,2,22930.877038675597
39012,Chris Call,3,6,61697.32049397534
39010,Lance Jay Velazco,3,6,21574.125050899915
39009,Angela Paton,3,13,36827.10667870859
10431,Riley Keough,3,5,102001.31434849808
81842,Kirron Kher,3,44,142627.9604612289
81840,Rani Mukerji,3,44,166866.85352004349
81868,Adam McInnes,3,2,102590.1353726608
81860,Anil Mehta,3,44,36603.25122997983
19300,Edward J. Clare,3,21,58187.42945574944
19298,Justin Hall,3,9,110618.22998136115
12746,Serena Scott Thomas,3,7,65182.02844675524
12745,Sophie Marceau,3,9,39159.45838098826
12744,Claude-Oliver Rudolph,3,31,819391.6338499438
12742,Graham V. Hartstone,3,1,17590.690277298243
43644,Philippe du Janerand,3,30,683394.951540048
43641,Patrice Cossoneau,3,30,73767.2528269424
43651,B.J. Hogg,3,2,39119.034966206775
6320,Maya Forbes,3,14,6315.366685397503
6314,Brett Coderre,3,14,14758.733325514173
38976,Jim Henry,3,10,64591.971412065024
38975,Josh Shader,3,0,122281.62313903515
38973,Mike Miller,3,11,34385.60142998981
6970,David Elliot,3,13,18581.285657719163
19297,Nichole Galicia,3,1,55328.91814402219
10404,Richard Wharton,3,37,184949.01434023364
38941,Bill Olofsson,3,6,27590.162398267075
39002,Tammy Fearing,3,1,26660.127935056404
39000,Michael Etheridge,3,5,32960.17099140297
38954,Jesse Dylan,3,5,23343.387018152207
43668,Kathryn Buck,3,3,56876.07691650056
43659,Ben Best,3,5,16277.825849623976
43690,Delphine White,3,3,46674.40113961148
12008,Ken Edling,3,12,118987.87246428178
474,J.A.C. Redford,3,15,225899.78542959926
38955,Vivian Zink,3,6,15540.090357972309
43701,Jim Peters,3,3,49349.467578861666
43697,Sabine Graham,3,3,33475.35761660901
6990,Andrew Schmidt,3,9,64287.17097203861
6312,David Kaye,3,1,73493.75306709242
6311,Kevin Nolting,3,14,14135.601376743774
6309,Steve May,3,14,18138.37060804413
43671,Martin Roach,3,3,56496.01308597725
84652,Eddie 'Rochester' Anderson,3,28,205209.75559092767
18148,Jill Allanson,3,17,114034.09685780008
18204,Franziska Keller,3,17,42559.55955401709
84645,Stanley Kramer,3,28,93062.08388973364
84643,Sterling Holloway,3,28,206977.17018847304
19327,Kirk Wise,3,14,73206.67271573562
7000,Paula Pell,3,5,58927.55610650016
6984,Brandon Soo Hoo,3,5,35770.508997116754
43696,Fortunato Frattasio,3,3,65250.66154444082
43725,Larissa Laskin,3,9,40135.241657558094
43721,Amy Wright,3,15,47108.897949609964
38967,David Clark,3,10,222111.09684177418
81699,Walter Bernstein,3,20,169097.30563946484
2688,Sam Hoare,3,2,44079.10359972656
2683,Chris Ward,3,0,24659.231168819606
38905,Nathan Lee Graham,3,1,42930.15942336738
497,Francesca Crowder,3,2,74421.25569142048
38912,Michael Chinyamurindi,3,9,32862.558224201326
43734,Tricia Munford,3,6,18414.95589705533
43730,Anand Tiwari,3,44,309761.65142614156
6291,Tim Crawfurd,3,14,14758.733325514173
38865,Ilya Salkind,3,20,11075.486055824344
507,Adel Bencherif,3,30,358194.1487138174
501,Junichi Kajioka,3,36,1367950.098739901
38892,Mark Lipsky,3,13,12662.449695632367
18160,Angelina P. Cameron,3,17,65781.22284433206
84638,Edward Everett Horton,3,28,126047.62733526893
84636,Charles McGraw,3,28,56012.09971687281
19335,Bob Tzudiker,3,14,15418.655886553932
43778,Alan Kaminsky,3,22,36085.649183917514
43777,Mimi Michaels,3,19,44127.17184207182
43769,Lisa Taylor Roberts,3,25,67771.13519697265
43749,Brian Austin Green,3,4,122511.26622859434
38867,John Hollis,3,20,37144.82589362558
43789,Samuel Witwer,3,21,31208.33279571776
43821,Matthew Flood Ferguson,3,1,24013.415995008665
6297,Jeff Wan,3,14,14296.335830712496
43781,Guy Francoeur,3,25,198780.89001564865
12806,Alex Palmer,3,2,95954.79883349859
12803,Daniel W. Barringer,3,9,80115.77279875278
12000,Lucia Rijker,3,16,162369.666197368
518,Celebrity Booker,3,2,72252.68651807685
43824,John C. Klein,3,21,79374.96189663903
19334,Stephen Schwartz,3,14,11026.318364539942
19341,Mary Kay Bergman,3,14,58434.75898718162
10399,Jaimie Alexander,3,9,14981.472705269973
19322,Noni White,3,14,15418.655886553932
19357,Mark Dindal,3,14,20314.19852836164
19353,Thomas Cardone,3,14,18970.11743539039
19387,Steven Ramirez,3,21,60766.041377379326
38794,Russell Means,3,11,35894.81985146992
38851,Jack O'Halloran,3,20,40091.86690716407
38821,Phil Brown,3,28,1072502.7517632185
38819,Robert O'Neill,3,20,140539.07953841414
43938,Solina Tabrizi,3,19,76195.22683003059
38809,Leslie Newman,3,20,11075.486055824344
38842,Robert MacLeod,3,20,42416.727317280005
38841,Roy Stevens,3,20,90661.87228508327
81644,Alan Williams,3,2,10010.12981366148
81671,Dina Goldman,3,15,24550.83474741987
81692,Lisa Pelikan,3,23,98620.87456213898
81687,Gus Mercurio,3,24,45539.609268862616
19404,Valentina Mladenova,3,21,27239.804710487388
19398,Denitza Daverova,3,21,18468.144758986098
43926,Sara Foster,3,15,87164.17128392303
6275,Ike Feldman,3,14,14758.733325514173
12864,George Innes,3,2,52171.082717939506
43959,Zach Bangma,3,6,144559.30216353774
43957,Josh Hakian,3,21,166534.41755931996
529,Courtney Munch,3,21,73766.97621698078
525,Michael J. Prate,3,15,104937.60397107713
12884,Mark Hitchler,3,9,63658.48184033965
12879,Bryan Dick,3,2,204077.82709911384
38783,Victor DeNicola,3,15,15563.198101824142
81657,Emil Marwa,3,2,39675.6603277557
81650,Alex Kelly,3,55,2901538.9829556188
81647,Helen Coker,3,2,34310.65716271147
19424,Shelly Stoyanova,3,21,18468.144758986098
19423,Paul Cross,3,21,110422.62017272411
2702,Hattie Morahan,3,2,46401.32682362348
84734,Adrian Dunbar,3,5,34891.88862083462
84760,Brant McIlroy,3,17,69954.9384710388
38779,John Elsen,3,25,169201.6665655156
43967,Daniel Sperry,3,10,57270.63689397894
43993,Stephen Endelman,3,9,23970.17320526488
43986,Wanetah Walmsley,3,21,84829.19341909899
44009,Colleen Bachman,3,17,66560.38846402836
43946,Simona Williams,3,21,20197.9942232711
103420,Ti West,3,39,18473.990352857745
103403,Randy Wayne,3,12,12667.298274280349
11994,Majel Barrett,3,9,37074.339070110145
11971,Scottie Thompson,3,1,43579.979829855576
12909,Angela Sarafyan,3,10,25904.78265604788
544,John Nolan,3,2,63464.576957493075
84784,Jette Lehmann,3,32,76907.5678167806
18105,Jeff Schaffer,3,5,37394.59257939162
84671,Rudolph Sternad,3,28,93062.08388973364
84668,Ethel Merman,3,28,151581.59120872358
19371,Valentin Valov,3,21,46097.196251744834
44059,Andrew Dice Clay,3,9,40541.872340009584
44001,Glenn Morgan,3,17,12603.480339104593
43997,Kristin Kreuk,3,13,44842.38011586708
532,David E. Hall,3,7,26358.144057109283
38729,Leigh French,3,20,63156.7186874143
44080,Priscilla Presley,3,20,37525.51424708288
38718,Robb Skyler,3,15,35168.67613332759
44039,Wayne Newton,3,20,70512.2760247826
10384,Gruffudd Glyn,3,2,86173.01804338598
10380,Robert Rodat,3,2,39619.34661433814
18155,Tiffany Lyndall-Knight,3,3,81032.82575896806
18150,John Adams,3,35,233703.51928022123
38717,John William Galt,3,9,48164.18453708144
44093,Katherine Parkinson,3,2,17328.14853087888
44102,Ronaldo Vasconcellos,3,2,18250.970417326604
11985,Zachary Culbertson,3,8,71954.82638452578
562,Ryan Rubin,3,1,41367.917886637304
559,Chris Bertholf,3,15,116956.94806155765
555,Trevor White,3,2,206127.4428238141
553,Toby Britton,3,2,96031.12628435255
44123,Stefan Kalipha,3,20,92419.46186916919
44149,Arthur F. Repola,3,20,28455.399499119987
44143,River Phoenix,3,4,39825.59082575096
38691,George Kelly,3,2,38857.63802586499
19440,Ross W. Clarkson,3,21,36125.25979672886
81505,Jonathan Rutter,3,2,47152.21850409337
81528,Leonard Rossiter,3,20,51756.7053949874
81529,André Morell,3,20,48152.85232351096
81562,Andrew Sachs,3,5,244917.70871587432
19410,Orlin Grozdanov,3,21,18468.144758986098
44181,Antony Byrne,3,2,93526.95937490338
44142,Isla Blair,3,20,289382.08146337385
38648,April Telek,3,17,55878.17459195159
38647,Khleo Thomas,3,19,22831.0689591623
38640,Ben Cotton,3,17,60435.52146297476
103275,Hunter Gray,3,37,56976.52367288446
12937,Christian Camargo,3,12,35651.14121578243
103164,Brigham City,3,9,214867.0
12901,Casey LaBow,3,17,75638.96992141496
44158,Elliot Scott,3,20,30196.6334487541
81498,Finola Dwyer,3,2,31901.347847243866
81493,Alain Goulem,3,3,182949.84760185977
2734,Helen Soraya,3,2,20530.18447171355
2732,Nicola Buck,3,2,28904.586432172393
19480,Matt Danon,3,18,69879.11735380314
44191,Vicky McClure,3,2,55112.52236518348
44190,Tom Stoppard,3,2,26652.40046663856
38600,Catherine Burdon,3,3,86824.34074889615
44140,David H. Watkins,3,20,59581.96757355562
44139,Maggie Cartier,3,20,105772.42304240107
44170,Jamie Beamish,3,2,9945.469797083424
44167,Melanie Oliver,3,2,25753.07441408685
7042,Lupita Nyong'o,3,21,46524.9563800781
7037,Phyllis Smith,3,5,49894.81446072033
44250,Anthony Bishop,3,4,58949.1503956102
44245,James Bitonti,3,17,74080.21500098518
44256,Frank Fontaine,3,22,39660.59603012343
38631,Robert Thomas,3,30,68385.74551528
19477,Marco Kyris,3,15,36028.31477072745
19502,Grady Holder,3,26,40828.427757671154
19501,John Travis,3,7,46476.09499075396
44284,Robert Grasmere,3,9,116180.56806402853
44281,René Guillard,3,22,49995.08032042942
7028,Molly Jackson,3,23,202437.46412866635
44273,Oliver James,3,13,43325.98050957767
44272,Deborah Parker,3,35,85630.58095640517
38546,Russell Hornsby,3,5,17049.57554434462
12915,Brown Cooper,3,25,63071.175904798656
12955,Ahmed Shehata,3,17,92030.99287839416
12952,Brad Minnich,3,17,47359.35285169119
571,Derrick Mitchell,3,17,90401.05519515296
81369,Ron Carey,3,20,3374.904027041617
19455,Tony Swatton,3,46,116916.64722744083
19454,Bryan Badman,3,18,58703.909250641394
19452,Douglas C. Merrifield,3,24,74937.29126869893
81353,Howard Morris,3,20,10632.75836839013
81351,Ron Clark,3,20,3374.904027041617
44334,Peter New,3,17,80387.14632603133
44319,Mike Topoozian,3,1,36689.436511841755
44353,Erik Polczwartek,3,5,38561.48441882001
38528,Patrick Read Johnson,3,5,36230.56286250023
44315,Todd Boekelheide,3,24,78576.43484424565
44314,Judy Hofflund,3,8,17264.324352613115
44313,Julie L. Pearce,3,12,48213.88102245243
44387,Lori Hicks,3,15,51908.57488635989
38526,Giorgio Desideri,3,2,25458.920828625764
44338,Chandra West,3,17,65548.60046534105
44369,Zuzana Cizmarova,3,2,46842.73632787804
44361,Stefan Kovacik,3,2,72837.14024700646
38504,Pamela Gray,3,15,22328.165424729563
19473,Jody Halse,3,2,98348.82452838143
10367,Anthony Brandon Wong,3,1,51235.78003899191
81361,Joel Chernoff,3,20,58873.09672704932
6255,Melinda McGraw,3,9,32278.553385000163
6253,Paul Birchard,3,2,58360.61680902527
6247,Ronan Summers,3,2,57656.714931292045
566,Christopher Judge,3,17,228196.73488516646
102974,Micah Bloomberg,3,15,66266.05316011074
103122,Brian Rzepka,3,37,70311.34321383687
12972,Mikaël Damant-Sirois,3,17,77656.3237733333
578,Joseph Lyle Taylor,3,7,63433.45444264005
44376,Silas Weir Mitchell,3,5,30016.810823298452
44406,John Toles-Bey,3,3,50899.823426968964
44405,Brandon de Paul,3,9,55331.79594675726
44400,Andy Shuttleworth,3,1,55088.720275315456
44358,Loan Phan,3,10,55714.02913397278
44373,Ursina Lardi,3,31,624626.4837615798
18136,Steven R. McGlothen,3,24,113857.64440477773
18130,Emily Tennant,3,17,39367.812449117664
81355,Fritz Feld,3,20,142925.98178208858
19489,Norris Spencer,3,2,62221.23694010174
44422,Larry Gelbart,3,8,175558.21439653324
11966,Jeff O'Haco,3,20,111843.49136203785
44418,Matthew Sussman,3,15,26030.32063767972
44416,Laura Steinman,3,15,53664.843507983656
44444,Glenn Withrow,3,35,10202.430544283274
44437,Lonette McKee,3,35,55441.35412658347
7054,Russell Peters,3,25,19134.77450401493
7053,Allan Trautman,3,0,54310.53970900812
44427,Michael Haley,3,8,22952.172114148598
44423,Miriam Shor,3,47,114052.81284404923
10355,Daniel Bernhardt,3,21,64255.13319298112
81345,Athena Karkanis,3,3,6012.828026138113
19510,Stephen A. Pope,3,15,94914.89709584734
19566,Andy Keir,3,15,14682.902817268785
44431,Joe Dallesandro,3,35,35039.74777855921
44430,David Chapman,3,3,29299.456009448557
44460,Philip C. Pfeiffer,3,9,78403.538251206
44453,Lisa Jane Persky,3,9,20461.259670673324
44449,Gregory Hines,3,15,27304.763861608957
44478,Forrest Fyre,3,1,42683.395816819844
38431,Hiroyuki Kobayashi,3,3,53557.43515438939
38487,Laura Harrington,3,20,103221.40996597068
38444,Dennis Jones,3,18,117308.78372632862
38442,Rod Park,3,34,111487.81849438851
38439,Barnaby Kay,3,2,59167.89031389076
81247,Irby Smith,3,9,31264.99658976033
19542,Max Records,3,15,27161.214184122466
19540,Caroline Chikezie,3,2,120871.81091914921
19549,Steve Mouzakis,3,15,38102.9165643085
19583,Raoul Bova,3,21,65050.41009947712
44562,Laurent Demianoff,3,30,84631.56531966706
44527,Cédric Chevalme,3,30,87019.93007683984
7073,Amanda Moss Serino,3,9,27924.633050001357
44540,Patricia McAlhany Glasser,3,5,75035.5900663658
592,Dixie Webster,3,4,40725.76975257022
588,Glen Pangione,3,15,115427.84314906147
580,Kevin Flynn,3,4,122513.30943714183
13014,David Nelson,3,24,39575.96805259734
102456,Lavelle Roby,3,28,148338.6150659644
44531,Eric Kress,3,32,374980.269671437
81213,Chad Law,3,21,36758.80243381983
81242,Dennis M. Hill,3,20,16023.962264902473
18114,Gregg Taylor,3,5,17581.680946766097
81235,Jon Dowding,3,24,54777.444231078196
81257,Alex Mackie,3,2,15536.487321699598
44551,Dominique Moisan,3,30,87019.93007683984
44588,Terri De Haan,3,21,98869.09079894504
38374,Miracole Burns,3,13,118852.90207362539
44520,Olivier Megaton,3,30,35591.72550562188
44515,Sébastien Inizan,3,30,35757.067173625335
44546,Mohan Valmy,3,30,189650.00034166608
44586,Nicolas Trembasiewicz,3,30,43160.83476485889
44596,Yoann Copinet,3,30,121754.86157360664
44552,Rodolphe Chabrier,3,30,136010.6527861749
597,Nick Dacey,3,2,121324.68779759386
13007,Chaske Spencer,3,17,9824.278597422033
13038,Grant Nickalls,3,3,82475.14415210194
13035,Robin Wilcock,3,22,87979.03013418258
44636,Charles Keating,3,5,43140.88475104111
44630,Richard Williams,3,20,87469.60402253775
19529,Chris Symes,3,2,36718.68702988068
19574,Blake Anderson,3,19,26754.668329338347
10343,David Roberts,3,24,152312.82837298542
2766,Gunner Ashford,3,0,87455.91153065802
2761,Jamie Selkirk,3,0,19378.101287551995
19553,Dave Eggers,3,15,10190.92341689143
44658,Alf Humphreys,3,17,19141.551471214294
44644,Miroslav Ondříček,3,15,42638.523530011094
44609,Robert Brinkmann,3,17,5794.23750839568
12990,Ian Slater,3,1,50819.4674740018
13030,Simon Bull,3,14,29962.711593521817
13025,Martin Wood,3,24,10228.491637640207
11949,Christopher Karl Johnson,3,16,112908.5083494555
44677,Christopher Ryan,3,20,87014.08706952241
10351,Steve Bastoni,3,24,61852.15596877999
81138,Monique Coleman,3,42,829.8487269137084
81145,Ryne Sanborn,3,42,829.8487269137084
81144,Alyson Reed,3,42,829.8487269137084
81143,Kaycee Stroh,3,42,829.8487269137084
81140,Peter Barsocchini,3,42,829.8487269137084
10347,Christopher Kirby,3,20,65795.36351651042
44659,Jack Starrett,3,20,39962.224149578025
6225,Peter Rnic,3,2,88281.88227696843
44752,Jeff Bailey,3,14,52571.12850782542
44773,Lucina Paquet,3,25,29033.2550756674
44768,Linda Bassett,3,2,61839.838117192485
44767,Norma Heyman,3,2,7519.373943572846
38337,Cabran E. Chamberlain,3,8,70695.5084104249
38336,JoAnna Garcia,3,6,106721.54751938333
10346,Gloria Foster,3,20,838055.416748716
81113,Aldo Sambrell,3,35,58275.88203617496
19643,Robert West,3,20,45533.37634752646
19636,Tim Gonzales,3,1,25926.554549532193
38295,J. Nathan Simmons,3,34,50438.69727315674
6199,Vincent Riotta,3,21,55787.040747311345
6198,Monique Gabriela Curnen,3,5,102765.58834016214
44824,Jonathan Jackson,3,17,14654.222556687007
44814,Paula Shaw,3,20,145586.31601156265
38313,Kim Shaw,3,9,32399.50145461836
38309,Vanilla Ice,3,5,75162.49812939404
619,Joshua Elijah Reese,3,25,74613.19136850358
13059,Pedro Salvín,3,3,92610.85439094676
13057,Wayne Robson,3,3,66149.28769233095
38262,Marcus Gilbert,3,4,26004.26878400869
19630,Iddo Goldberg,3,2,212242.08275208875
19651,Kokayi Ampah,3,1,75304.35350300319
10330,Nathaniel Lees,3,0,61065.34827846653
44810,Karin Nosella,3,17,29784.3243294939
44840,Sean Boyd,3,21,33726.75203723649
44839,Maureen Brennan,3,21,23559.52604886656
44837,Richard Middleton,3,21,89216.29534395748
626,Michael Power,3,15,115182.68504131083
625,Ken J. Johnson,3,7,39901.92593286419
38252,Joy Todd,3,20,57920.92159378202
44864,Ned Vaughn,3,13,21272.55932032373
44861,Michael Moriarty,3,16,24964.75976661292
7097,Jee-Yun Lee,3,3,81131.51477031266
38241,Edward Warschilka,3,9,11320.527062851781
38233,Tony Longo,3,21,32464.405887980225
44899,Scott LaStaiti,3,33,24034.96236122889
44928,Brad Furman,3,17,26251.697796125038
19608,Clément Sibony,3,30,81163.71119694575
19673,Bobbie Mannix,3,22,86536.51333537228
2786,Paul Brightwell,3,2,195900.0996776836
44944,John W. Holmes,3,20,83838.70727266041
38191,Catherine Smith,3,1,60417.53286499292
44949,Toshirō Mifune,3,20,5029073.802625107
6186,K. Todd Freeman,3,38,42876.79112677296
44919,Olympia Dukakis,3,17,50279.29346845203
38182,Lucille Soong,3,21,21471.057671778948
7106,Melanie Brown,3,2,104336.5419761244
44957,Rick Moranis,3,20,19499.28618765349
44985,Romain Lacourbas,3,40,55794.32370214637
38200,Raymond O'Connor,3,39,47845.59706474459
38199,Veronica Brooks,3,1,25001.186348062172
80685,José Sefami,3,31,54879.75757071129
80742,John Chong,3,36,31424.19322208393
7094,David Maisel,3,25,36736.61307033801
45004,Dell Hake,3,10,72845.54492747904
101960,Dewey Robinson,3,28,91796.85084834619
13099,Alejandro Cuello,3,26,47955.942349699
658,Paul Jude Letersky,3,15,115182.68504131083
657,Lindsay Kouri,3,37,112668.91742975276
45025,Wendy O'Brien,3,0,106678.29508889644
45072,Frank Fitzpatrick,3,19,36513.815756437485
38162,Andrew White,3,18,176501.3123196114
38158,Odeya Rush,3,5,27467.41239845876
38109,Eric Ladin,3,21,94844.17677456587
45063,Stuart Robertson,3,17,60341.49667659569
45016,Barbara Chomos,3,17,43887.41866051685
45014,William Heslup,3,17,31393.49342661635
84896,Martine Beswick,3,20,83782.88504291818
10706,Dave Metzger,3,9,133893.78344381836
2359,John Callen,3,0,2188.3255143334086
2358,Simon Harding,3,24,55913.157244391856
80791,Jason Newmark,3,2,67758.675777457
80801,Stuart Gazzard,3,2,30608.60033115531
80848,Mary Haddow,3,2,13212.180589690684
647,Ronnie Gene Blevins,3,7,118971.07459269383
11933,Michael Saglimbeni,3,16,72975.96626516312
45105,Mark Levin,3,2,19086.135444183183
45101,Jennifer Flackett,3,22,19086.135444183183
45093,Richmond L. Aguilar,3,20,25628.464218881978
45091,Gabriel Folse,3,10,43866.98272659895
6170,Edison Chen,3,36,223051.72971913734
6167,Lorna Gayle,3,2,124138.1969441508
45088,Ginger Sledge,3,10,34679.740448685625
45085,Ken Thomas,3,10,100791.05429183147
45084,Steve Monroe,3,10,63371.65946943782
10308,Eva Bella,3,14,21386.12847040659
19657,Andrew W. Marlowe,3,9,27675.534129791326
19652,Kurt V. Hulett,3,25,50485.518639953974
19694,Nancy Rae Stone,3,17,35007.05511386858
19691,Angela Heald,3,17,23822.53006439681
13066,Maxwell McCabe-Lokos,3,3,164608.12828096145
11927,Kelvin Yu,3,5,59852.398096835874
671,Aja Frary,3,25,125667.33331831355
45112,Hope Alexander-Willis,3,23,10726.197957487388
45159,Mike Mertens,3,9,40800.414417944696
45158,Perry Dodgson,3,9,49548.11161516371
45157,Alfonso Freeman,3,9,49069.23950194223
45118,Hume Cronyn,3,15,191611.21520019797
45152,Dawn Lewis,3,20,37094.98717179226
45183,Randee Heller,3,30,35858.13110899872
45176,Brenda James,3,17,20301.04174682429
45200,Patrice Vermette,3,2,27991.21847049653
45199,J. Omar Castro,3,16,42984.098251047224
10322,Idina Menzel,3,15,27563.7745647871
2802,Eric Braeden,3,6,152874.05440743268
2801,Scott G. Anderson,3,15,143718.69381089203
19734,Thomas Boland,3,17,42501.06999958465
6157,Don Kress,3,4,176617.03698965543
38045,Jon Cryer,3,2,26721.71512773221
45192,Jeff Pope,3,5,88601.364411948
45216,Jóhann Jóhannsson,3,16,117366.20779249912
666,Anne O'Brien,3,17,66953.44371935721
687,Zack Grobler,3,13,130109.80187301451
676,Kathleen S. Dunn,3,9,148115.64190743677
45219,Scott Strauss,3,9,53315.80832224496
84971,Dinah Manoff,3,9,24205.611032459605
18087,William Utay,3,9,35022.0536320171
18084,Stephen J. Rivele,3,2,29781.368332763188
80645,Alicja Bachleda-Curuś,3,31,80516.65075128709
45234,Karen G. Wilson,3,1,43157.1417041971
45208,Denis Villeneuve,3,16,280840.3050546862
38017,Morena Baccarin,3,17,62620.59186084682
38012,Ed Skrein,3,30,214963.15057574253
45261,Barry Rosenbush,3,42,60582.85021413809
45289,Tori Spelling,3,17,159007.85943998568
45279,Cynthia Kay Charette,3,1,46083.03500930629
45274,Sue Jett,3,10,47125.090191963965
38033,Alex Burdett,3,17,27903.16103735671
37972,Maree McDonald,3,24,44197.645457573126
45292,Laura Boddington,3,17,64887.95952520548
45330,Renate Leuschner,3,2,40513.44986433925
45343,David Katz,3,15,68497.50995638527
80664,Blanche McDermaid,3,3,102948.34940180776
19749,Basil Wallace,3,9,127922.90341995478
19744,Nick Turnbull,3,2,75967.1264458503
10311,Katie Silverman,3,14,24648.101537968665
19736,Neil Greenberg,3,17,57803.03736785679
45388,D.V. DeVincentis,3,38,49145.58040741051
101595,Nigel Bruce,3,28,64549.36513541724
13163,Doug Lavender,3,17,54275.645885463855
13157,Olcun Tan,3,15,110604.19575594799
45386,N'Bushe Wright,3,19,41630.82623570937
37939,Tim Campbell,3,3,87208.70418320627
45406,Thomas Carter,3,9,35476.739478786076
45403,Texas Battle,3,17,53856.68045249253
45402,Robert Ri'chard,3,19,18594.481901706535
45397,Craig Fehrman,3,17,42220.90554534579
37924,Koko Maeda,3,24,49634.58011204128
37923,Tricia McInally,3,24,77342.51209338864
37955,Tricia Miles,3,6,59998.19594798093
19767,Philippe Majdalani,3,11,133500.84286552592
19764,Stephanie Kurtzuba,3,15,62570.17163541285
80593,Chung Chung-hoon,3,36,397907.4871742539
19760,Steven Boyer,3,15,60460.81679689775
45416,Chuck Gaspar,3,16,118151.25665845277
45413,Roger Michell,3,2,10557.001220357392
45439,Gene Kelly,3,28,1187795.4709044506
6145,Patrick Caulfield,3,9,66549.02659979257
45380,Thell Reed,3,10,175904.9580874407
45379,Walter McClain,3,22,103008.61932236019
45499,Joyce Gallie,3,20,311117.3804553419
45492,Julia Louis-Dreyfus,3,15,17419.301073511782
37904,Kenny Doughty,3,2,125743.02889033899
37934,Mark Consuelos,3,15,68246.26860112499
6139,Matthew O'Neill,3,38,159692.1654197713
6136,Tommy Campbell,3,2,82833.50061479237
45461,Mikayla Abromowitz,3,10,57370.18921607213
80519,Zeljka Alosinac,3,3,57443.754374373544
19742,Len Amato,3,15,37459.859677310465
19805,Bo Dietl,3,22,137907.84138653186
19802,Danny A. Abeckaser,3,21,199572.073382212
695,Mike Burke,3,15,155184.19554944403
45466,Gina Wendkos,3,42,49440.54566596112
45486,Duncan Kenworthy,3,2,14916.87529413406
37883,Jonathan Higgins,3,3,87510.14698230119
37910,Christopher Morris,3,24,142125.95052906795
45451,Jennifer Badger,3,19,163141.47563613797
45482,Gregor Fisher,3,2,21677.467686223245
45505,Susan Lynch,3,1,264767.20062170137
45534,Mario Ernesto Sánchez,3,9,64185.5901710417
37867,Kate Ashfield,3,2,94108.73555835821
37903,Tom McSweeney,3,24,36603.1006447054
10713,Mark Walton,3,14,37420.516911733765
18070,Gailard Sartain,3,20,17647.564307837452
18063,Stuart Waks,3,9,25524.824399222904
80454,Jane Campion,3,15,25073.03795163744
37820,Henning Lohner,3,9,165802.92206690233
37816,Will Sanderson,3,17,13780.630534117508
37847,John Matshikiza,3,2,49313.0171553057
45521,Jill Quertier,3,2,17074.177443267858
45590,Caroline Hewitt,3,2,23110.179644469616
13186,David Kanter,3,17,39137.80747428101
45587,Garth Jennings,3,2,27158.50484422234
37799,Alexa Zimmerman,3,2,100563.7114621835
37797,Kenneth Kokin,3,2,28061.169519495696
