Node_ID,Node_Name,Degree,Community,Betweenness_Centrality
27762,Terri Watanabe,1,1,0.0
27729,Carl Canga,1,14,0.0
27730,Mary Linda Phillips,1,14,0.0
62664,Sophie Wyburd,1,2,0.0
27736,Evan Saucedo,1,14,0.0
27737,Madge Sinclair,1,14,0.0
27738,Ellen Woodbury,1,14,0.0
27741,Laura Williams,1,14,0.0
27711,David B. Allen,1,15,0.0
27713,Tracey Toomey,1,15,0.0
27715,Darius Stone,1,15,0.0
62665,Ian MacNeil,1,2,0.0
62666,Richard Strauss,1,2,0.0
62667,George Loftus,1,2,0.0
62668,Charley Ramm,1,2,0.0
62671,Daniel Swee,1,2,0.0
4339,Oliver Raimi,1,4,0.0
4342,Mia Serafino,1,4,0.0
62640,Todd Young,1,46,0.0
62697,Nada Mikas,1,24,0.0
4343,Lee Christian,1,4,0.0
4347,Channing Pierce,1,4,0.0
4348,Derrick Gilliam,1,4,0.0
27716,Vivien Cardone,1,15,0.0
27722,Sylvia Nasar,1,15,0.0
27726,Niketa Calame,1,14,0.0
27727,Moira Kelly,1,14,0.0
27693,Jesse Doran,1,15,0.0
27697,Gerardo Puglia,1,15,0.0
4351,Jessee Foudray,1,4,0.0
4352,Michael Dault,1,4,0.0
62676,Clifton MaCabe Murray,1,17,0.0
62677,James Snyder,1,17,0.0
62679,Ewan Leslie,1,17,0.0
62658,Caroline Ford,1,17,0.0
62709,Henare Mato,1,24,0.0
62711,Richie Dehne,1,24,0.0
62713,Arwen Munro,1,24,0.0
62681,Michel Winogradoff,1,30,0.0
62682,Irène Jordi,1,30,0.0
62683,Tony Cranstoun,1,30,0.0
62684,Steve Bendelack,1,30,0.0
62685,Robin Driscoll,1,30,0.0
62687,Howard Goodall,1,30,0.0
62688,Peter Bennett-Jones,1,30,0.0
62689,Gerard Loret,1,30,0.0
62690,Jean Rochefort,1,30,0.0
62692,Baz Irvine,1,30,0.0
62693,Hamish McColl,1,30,0.0
62694,Max Baldry,1,30,0.0
62696,Liz DiFiore,1,24,0.0
62700,Jem Rayner,1,24,0.0
62701,Marianne Evans,1,24,0.0
62703,Gary Wilkins,1,24,0.0
62704,Andrew Butler,1,24,0.0
27700,Bradley Mayer,1,15,0.0
27703,Roy Thinnes,1,15,0.0
27704,Steve Castellano,1,15,0.0
27705,Jillie Simon,1,15,0.0
27707,Patrick Blindauer,1,15,0.0
27676,Kent Cassella,1,15,0.0
27677,Thomas F. Walsh,1,15,0.0
27678,Anthony Easton,1,15,0.0
27680,Yvonne Thomas,1,15,0.0
62705,Luis Olivares,1,24,0.0
62707,Julia Holden,1,24,0.0
62708,Gordon MacPhail,1,24,0.0
62744,Georges Tornero,1,15,0.0
62747,Bobby Berg,1,15,0.0
62715,Mark Wareham,1,24,0.0
62718,Tad Pride,1,24,0.0
62719,Nerida Tyson-Chew,1,24,0.0
62720,Pippa Anderson,1,24,0.0
62721,Mark J. Wasiutak,1,24,0.0
62722,Andy Robinson,1,24,0.0
62723,Warren Beaton,1,24,0.0
62724,Jacobus Rose,1,24,0.0
62726,Linda Murdoch,1,24,0.0
62727,Marten Blumen,1,24,0.0
62728,Jason Bogard,1,24,0.0
62729,Megan Dwyer,1,24,0.0
62730,Leo Richmond,1,24,0.0
62699,Ray Hennessy,1,24,0.0
62756,Thomas M. Smalley,1,15,0.0
62757,Diane Andazola,1,15,0.0
62758,Ralph Volpe,1,15,0.0
62760,Kristine Bellerud,1,15,0.0
62761,Ann Marie Ryan,1,15,0.0
62763,Jacques Maillot,1,15,0.0
62731,Sylvan Dieckmann,1,24,0.0
62732,Peter 'Babylon' Owens,1,24,0.0
62734,Nicholas Hope,1,24,0.0
62735,Spencer Faulkner,1,24,0.0
62736,Antonio Mestres,1,24,0.0
62738,Julia Barraclough,1,15,0.0
62739,John Alcantara,1,15,0.0
62740,Benji Cox,1,15,0.0
62742,Richard A. Zimmer,1,15,0.0
62743,Tracey Phillips-Boone,1,15,0.0
62778,Bonnie Hlinomaz,1,15,0.0
62750,Stephanie Farah,1,15,0.0
62751,Rodolphe Lauga,1,15,0.0
62753,Valerie Harrington,1,15,0.0
27683,Nancy Winters,1,15,0.0
27684,Amy Walz,1,15,0.0
27685,Teagle F. Bougere,1,15,0.0
27686,John Blaylock,1,15,0.0
27687,Isadore Rosenfeld,1,15,0.0
27689,Jennifer Weedon,1,15,0.0
27691,Erik Van Wyck,1,15,0.0
27660,Jeffrey A. Melvin,1,3,0.0
27661,Jay Da Costa,1,3,0.0
27662,Stefany Koutroumpis,1,3,0.0
27663,Rebecca Eady,1,3,0.0
62754,Bruno Vatin,1,15,0.0
62790,Henry Caplan,1,15,0.0
62791,Georgia Creighton,1,15,0.0
62792,Richard F. Esposito,1,15,0.0
62793,Joshua Jaymz Doss,1,15,0.0
62794,Matt Gorsky,1,15,0.0
62795,Aaron Staton,1,15,0.0
62766,Lisa Maris,1,15,0.0
62767,Darrie Lawrence,1,15,0.0
62768,Bilal Bishop,1,15,0.0
62770,Vincent James Russo,1,15,0.0
62771,Anais Bonet,1,15,0.0
62772,Megan Gallagher,1,15,0.0
62773,Michael R. Hammonds II,1,15,0.0
62774,Antone Pagán,1,15,0.0
62775,Logan Anderson,1,15,0.0
62777,Gabrielle Jerou,1,15,0.0
62782,Becki Newton,1,15,0.0
62783,Marc Alan Austen,1,15,0.0
62785,Farrah Fox-Collis,1,15,0.0
62786,Bonnie McKee,1,15,0.0
27664,Michael L. Hall,1,3,0.0
27666,Andrés Couturier,1,14,0.0
27667,David Hoffman,1,14,0.0
27668,Marieve Herington,1,14,0.0
27670,James Krieg,1,14,0.0
27672,Darin De Paul,1,14,0.0
27673,Bill Lobley,1,14,0.0
27636,Brock Johnson,1,3,0.0
27638,Tom Bishop Sr.,1,3,0.0
62787,Koo Hye-sun,1,15,0.0
62788,Christina Vinsick,1,15,0.0
62789,Justin Ellis-Johnson,1,15,0.0
62828,Michael Louis Johnson,1,3,0.0
62830,Emily Weedon,1,3,0.0
62797,Jamie O'Keeffe,1,15,0.0
62799,Ryan Hutchins,1,15,0.0
62800,Kirsten Sheridan,1,15,0.0
62801,Tyler McGuckin,1,15,0.0
62802,Jamal Joseph,1,15,0.0
62803,Jamia Simone Nash,1,15,0.0
62804,Paul Castro,1,15,0.0
62805,Leon G. Thomas III,1,15,0.0
62806,Cesar Quinones,1,15,0.0
62807,Sean Haberle,1,15,0.0
62810,Roy Rodgers,1,2,0.0
62811,Christine Greenwood,1,2,0.0
62812,Kate Buckland,1,2,0.0
62781,Timmy Mitchum,1,15,0.0
62816,Philip Sindall,1,2,0.0
62817,Nicola Barnes,1,2,0.0
62819,Eric Cantona,1,2,0.0
27642,Chris Gonsalves,1,3,0.0
27646,Jimmy Chimarios,1,3,0.0
27647,Dalmar Abuzeid,1,3,0.0
27648,David Best,1,3,0.0
27652,J.R. Fountain,1,3,0.0
27654,Milan Carmona,1,3,0.0
27656,Evan Webber,1,3,0.0
27630,Donna Christo,1,3,0.0
62820,Dave Machin,1,2,0.0
62821,Fred Evans,1,2,0.0
62822,Sean Savage,1,2,0.0
62823,Sue Lefton,1,2,0.0
62825,Karen Ferguson,1,2,0.0
62835,Janet Kidder,1,3,0.0
62836,Laura Moskowitz,1,3,0.0
8629,Dan Zarlengo,1,1,0.0
8632,John Characky,1,1,0.0
8635,Stacie Goodman,1,1,0.0
8638,Bill Marti,1,1,0.0
8639,Stanton Rutledge,1,1,0.0
62837,Gordon Michael Woolvett,1,3,0.0
62838,Nick Stabile,1,3,0.0
62839,Roger McKeen,1,3,0.0
62840,Ben Bass,1,3,0.0
62843,Shunichi Nakamura,1,28,0.0
62848,Toshio Masuda,1,28,0.0
62849,Larry Forrester,1,28,0.0
62814,Sue Quinn,1,2,0.0
62815,Poppy Luard,1,2,0.0
62876,Bontarô Miake,1,28,0.0
62877,Taizô Kawashima,1,28,0.0
62878,Shin Watarai,1,28,0.0
62850,Bruce Wilson,1,28,0.0
62852,Susumu Fujita,1,28,0.0
62853,Sô Yamamura,1,28,0.0
62854,Frank Aletter,1,28,0.0
62856,Richard Anderson,1,28,0.0
62858,Herman Lewis,1,28,0.0
62859,Elven Havard,1,28,0.0
62860,Kinji Fukasaku,1,28,0.0
62861,Shôgo Shimada,1,28,0.0
62865,Ryûzô Kikushima,1,28,0.0
62831,Lawrence Dane,1,3,0.0
62832,Larry Adlon,1,3,0.0
62834,James Gallanders,1,3,0.0
62868,Jerry Cox,1,28,0.0
62869,Gordon W. Prange,1,28,0.0
62871,Dick Fair,1,28,0.0
27619,Rodney Alexandre,1,3,0.0
27621,Thomas Stumpo,1,3,0.0
27622,Zach Burke,1,3,0.0
27626,Johnny Larocque,1,3,0.0
27627,Ron Kennell,1,3,0.0
27629,Anaïs Frenette,1,3,0.0
27595,Ho Hon Chou,1,31,0.0
27598,Esther Walz,1,31,0.0
27599,Sakina Msa,1,31,0.0
27600,Alvin Van Der Kuech,1,31,0.0
62872,Takahiro Tamura,1,28,0.0
62874,Koreya Senda,1,28,0.0
62875,Duane Toler,1,28,0.0
62882,Keith Andes,1,28,0.0
62883,Junya Usami,1,28,0.0
62884,Shinya Inoue,1,28,0.0
62887,Kazuo Kitamura,1,28,0.0
27604,Romana Cisarova,1,31,0.0
27605,Anezka Novak,1,31,0.0
27606,Steven Cantor,1,31,0.0
27607,Andrew Blanchard,1,31,0.0
27611,Scott Bellefeville,1,31,0.0
8646,David Lee Toth,1,21,0.0
62888,Charles Gilbert,1,28,0.0
62889,Tatsuya Mihashi,1,28,0.0
62895,Mark L. Rosen,1,2,0.0
62898,Devon Anderson,1,2,0.0
62866,Meredith 'Tex' Weatherby,1,28,0.0
62867,Richard Erdman,1,28,0.0
62899,Claire Rushbrook,1,2,0.0
62903,Jamie Curtis,1,2,0.0
62904,Melanie Chisholm,1,2,0.0
62905,Bob Spiers,1,2,0.0
8652,Ted Manson,1,21,0.0
8655,Bianca Chiminello,1,21,0.0
8656,Art Pimentel,1,21,0.0
27591,Antonin Hausknecht,1,31,0.0
27593,Jörg Westerkamp,1,31,0.0
27573,Laurent Debas,1,14,0.0
27574,François Sarano,1,14,0.0
27575,Philippe Ros,1,14,0.0
62907,Michael Barrymore,1,2,0.0
62909,Andrea MacArthur,1,2,0.0
62914,Jeffrey T. Bernstein,1,15,0.0
62916,Mollie Laurienzo,1,15,0.0
62946,Shoshana Bush,1,17,0.0
4323,Blake Arnold,1,4,0.0
4324,Ron Baratono,1,4,0.0
62917,Jack Krizmanich,1,15,0.0
62919,Kevin Hernandez,1,15,0.0
62920,Brian Gatewood,1,15,0.0
62921,Reggie Alvin Green,1,15,0.0
62922,Danielle Webb,1,15,0.0
62923,Pamela May,1,15,0.0
62925,Ethan M. Davis,1,15,0.0
62926,Sean Patrick Doyle,1,15,0.0
62927,Angel Picard-Ami,1,15,0.0
62928,Lydia Popper,1,15,0.0
62930,Alessandro Tanaka,1,15,0.0
62931,Lou Carbonneau,1,15,0.0
62932,Jonathan Forte,1,15,0.0
4336,Carly Francavilla,1,4,0.0
4337,Melissa Exelberth,1,4,0.0
4338,Jim Moll,1,4,0.0
62947,Catherine Liu,1,17,0.0
62948,Ross Johnson,1,17,0.0
62949,Laura Frecon,1,17,0.0
62951,Dwayne Wayans,1,17,0.0
62952,Damien Douglas,1,17,0.0
62933,Sammuel Soifer,1,15,0.0
62934,Gracie Lawrence,1,15,0.0
62935,Maggie Engelhardt,1,15,0.0
62940,Matt Kushner,1,15,0.0
62941,Alysia Joy Powell,1,15,0.0
62942,Landry Bender,1,15,0.0
62944,La Shan Knox,1,17,0.0
62945,Steven DeSantis,1,17,0.0
4332,Ja'Vonne Cousins,1,4,0.0
27577,Stéphane Durand,1,14,0.0
27578,Manuel Monzón,1,14,0.0
27579,Rie Miyazawa,1,14,0.0
27581,Christophe Cheysson,1,14,0.0
27582,Valérie Le Gurun,1,14,0.0
27583,David Reichert,1,14,0.0
27585,Matthias Brandt,1,14,0.0
8643,Dylan La Frenière,1,21,0.0
27554,Céline Garcia,1,30,0.0
27555,Lee Delong,1,30,0.0
27556,Patrice Garcia,1,30,0.0
27557,Jérome de Baecque,1,30,0.0
27558,Mathar Licka Gueye,1,30,0.0
27560,Vincent Schmidt,1,14,0.0
4334,Kevin Wayne Berger,1,4,0.0
62981,Don Cerrone,1,9,0.0
62982,Dixwell Stillman,1,9,0.0
62983,Lori Martino,1,9,0.0
62985,Pete von Sholly,1,9,0.0
62954,Erik D. Willis,1,17,0.0
62958,Gerrit Dangremond,1,9,0.0
62959,Gary Lee Davis,1,9,0.0
62960,Dion Anderson,1,9,0.0
62961,Jesse V. Johnson,1,9,0.0
62962,Thomas Schellenberg,1,9,0.0
62963,Ramona Sánchez-Waggoner,1,9,0.0
62964,Rex Buckingham,1,9,0.0
62965,Michael P. Weinstein,1,9,0.0
62966,Jack Hering,1,9,0.0
4328,Lori Mulligan,1,4,0.0
4330,"Roy Kellerman, Jr.",1,4,0.0
62993,John Horton,1,9,0.0
62995,Alonzo F. Jones,1,9,0.0
62996,Jesse E. Johnson,1,9,0.0
62997,Niki Marvin,1,9,0.0
62998,Dorothy Silver,1,9,0.0
62999,Patricia A. Galvin,1,9,0.0
63000,Hope A. Nielsen,1,9,0.0
63001,Neil Giuntoli,1,9,0.0
62970,Kurt Dale Hartman,1,9,0.0
62971,Rhonda Yeater,1,9,0.0
62972,Beth Hickman,1,9,0.0
62973,Blair Gibeau,1,9,0.0
62974,Neil Summers,1,9,0.0
62978,Todd Hatfield,1,9,0.0
62979,Paul Wells,1,9,0.0
62980,Dan Goldwasser,1,9,0.0
62988,Brian Boggs,1,9,0.0
62989,Dennis Baker,1,9,0.0
62990,Van Scarboro,1,9,0.0
62991,Jerry Gatlin,1,9,0.0
27563,Laurent Fleutot,1,14,0.0
27564,Lancelot Perrin,1,14,0.0
27565,Laurent Gaudé,1,14,0.0
27566,Catherine Mauchain,1,14,0.0
27567,Jacques Cluzaud,1,14,0.0
27569,Aldo Baglio,1,14,0.0
27535,Mali Cilla,1,30,0.0
27537,Ron Crawford,1,30,0.0
27539,Nicolas Fructus,1,30,0.0
27540,Mylène Farmer,1,30,0.0
27541,Karim Benhammouda,1,30,0.0
62992,Mario Simon,1,9,0.0
63002,Renee Blaine,1,9,0.0
63003,Carol Buckler,1,9,0.0
63004,Robert Haley,1,9,0.0
63005,Jack Evans,1,9,0.0
63007,Clare Carey,1,24,0.0
63008,Serge Cockburn,1,24,0.0
63009,Terry Blythe,1,24,0.0
63010,Jim Reeve,1,24,0.0
63011,Patrick Dargan,1,24,0.0
63012,Steve Rackman,1,24,0.0
63013,Gerry Skilton,1,24,0.0
63014,Morgan O'Neill,1,24,0.0
63015,Eric Abrams,1,24,0.0
63016,Perry Katz,1,24,0.0
63017,Kathy Morgan,1,24,0.0
62987,Bruce Bell,1,9,0.0
63046,Rodriguez,1,12,0.0
63048,Chil Kong,1,12,0.0
63049,Jasmond Carroll,1,12,0.0
63050,Ria Wilkinson,1,12,0.0
63051,Cjon Saulsberry,1,12,0.0
63019,Alec Wilson,1,24,0.0
63022,Steve Robbins,1,24,0.0
63023,Shanyn Asmar,1,24,0.0
63025,Freedy Johnston,1,6,0.0
63026,Suzan Hughes,1,6,0.0
63027,Liza Oxnard,1,6,0.0
63028,Ed Letteri,1,6,0.0
63030,Kitty Olisky,1,6,0.0
63031,John Bertolli,1,6,0.0
63033,Gretchen Treser,1,6,0.0
63035,David Shackelford,1,6,0.0
63041,Brad Faxon,1,6,0.0
27543,Stéphane Lecomte,1,30,0.0
27544,Valéry Koko Kingue,1,30,0.0
27545,Emmanuel Prévost,1,30,0.0
27546,Oxmo Puccino,1,30,0.0
27547,Philippe Rouchier,1,30,0.0
27549,Vincent Mendy,1,30,0.0
27550,Penny Balfour,1,30,0.0
27551,Bienvenue Kindoki,1,30,0.0
27552,Robert William Bradford,1,30,0.0
27517,Steve Riera,1,24,0.0
27518,Paul Brannan,1,24,0.0
27519,Chad Algarin,1,24,0.0
27520,Ray Brown,1,24,0.0
63042,Marcus Barone,1,6,0.0
63044,Nancy Frey-Jarecki,1,6,0.0
63086,Tom Dab,1,2,0.0
63087,Dickon Tolson,1,2,0.0
63088,Valerie Van Galder,1,2,0.0
63053,Anthony Kelley,1,12,0.0
63055,Alvin Ing,1,12,0.0
63056,Griffin Cleveland,1,12,0.0
63059,Maria Gus,1,1,0.0
63060,Will Coffey,1,1,0.0
63061,Steve Traxler,1,1,0.0
63066,Steve Ross,1,14,0.0
63067,Trevor Blumas,1,14,0.0
63068,Paul Sun-Hyung Lee,1,14,0.0
63069,Tim Fywell,1,14,0.0
63070,Amy Stewart,1,14,0.0
63036,Cynthia Farrelly Gesner,1,6,0.0
63038,Linda Carola,1,6,0.0
63100,Sean Macaulay,1,2,0.0
63101,Carlton Bunce,1,2,0.0
63102,Joachim Raaf,1,2,0.0
63103,Mads Sjøgård Pettersen,1,2,0.0
63105,John Chaney,1,21,0.0
63071,Roy Bradshaw,1,14,0.0
63072,Mark Hird,1,14,0.0
63073,Ben Gilbank,1,14,0.0
63074,Thanh Nguyen,1,14,0.0
63075,Kirsten Olson,1,14,0.0
63076,Jocelyn Lai,1,14,0.0
63079,Diana Stata,1,1,0.0
63080,Todd Kolker,1,1,0.0
63083,Daniel Ings,1,2,0.0
63084,Edvin Endre,1,2,0.0
63085,Rune Temte,1,2,0.0
63093,Rupert Maconick,1,2,0.0
63094,Graham Fletcher-Cook,1,2,0.0
27524,Tom Stanger,1,24,0.0
27528,Georges Bouchelagem,1,30,0.0
27529,Saul Jephcott,1,30,0.0
27530,Jerry Di Giacomo,1,30,0.0
27531,Eric Balliet,1,30,0.0
27532,Aba Koïta,1,30,0.0
27533,Jean Bejote Njamba,1,30,0.0
27501,Graeme Burfoot,1,24,0.0
27503,Andy Rennie,1,24,0.0
27504,Brad Diebert,1,24,0.0
63095,Iris Berben,1,2,0.0
63096,Marc Benjamin,1,2,0.0
63098,Ania Sowinski,1,2,0.0
63099,Matthew Brandon,1,2,0.0
63138,Dana Campbell,1,22,0.0
63140,Kathryn Langston,1,22,0.0
63106,Rick Pitino,1,21,0.0
63108,Aaron Copland,1,21,0.0
63109,Clem Haskins,1,21,0.0
63111,Bobby Cremins,1,21,0.0
63114,Jim Boeheim,1,21,0.0
63115,Dick Vitale,1,21,0.0
63116,Public Ennemy,1,21,0.0
63117,Nolan Richardson,1,21,0.0
63118,Denny Crum,1,21,0.0
63119,Lute Olson,1,21,0.0
63120,Malik Hassan Sayeed,1,21,0.0
63122,George Karl,1,21,0.0
63091,Aria DeMaris,1,2,0.0
63092,Simon Kelton,1,2,0.0
63123,Roy Williams,1,21,0.0
63124,Scottie Pippen,1,21,0.0
63127,Reggie Miller,1,21,0.0
63129,Jo Champa,1,8,0.0
27508,Rodney Burke,1,24,0.0
27509,Brett Praed,1,24,0.0
27510,Vicki Popplewell,1,24,0.0
27511,Caroline Bossi,1,24,0.0
27514,Eric Cameron Hosmer,1,24,0.0
27515,Suzanne Lowe,1,24,0.0
27516,Gary Hill,1,24,0.0
27485,Bob Neill,1,24,0.0
63130,Géraldine Pailhas,1,8,0.0
63131,Tresa Hughes,1,8,0.0
63133,Robert John Lange,1,8,0.0
63135,Kirsten Everberg,1,8,0.0
4308,Brandon Hamilton,1,4,0.0
4309,Chester F. Guilmet,1,4,0.0
4310,Bob Jay Mills,1,4,0.0
4311,Deborah Puette,1,4,0.0
63144,Ernesto Morales Ramos,1,19,0.0
63145,Peter Macdissi,1,19,0.0
63146,Robert Slavonia,1,19,0.0
63151,Glenn Newnham,1,24,0.0
63152,Christopher Hand,1,24,0.0
63153,Anna Vincent,1,24,0.0
63154,Scott Shapiro,1,24,0.0
63155,Louis Puli,1,24,0.0
63156,Max Haymes,1,24,0.0
63157,Emelia Burns,1,24,0.0
63158,Lisa Inman,1,24,0.0
63159,Marko Anttonen,1,24,0.0
63171,Erin McGookin,1,24,0.0
63172,Carolyn Johns,1,24,0.0
63173,Ben Lowe,1,24,0.0
63174,Carolyn Wells,1,24,0.0
63175,Weining Lin,1,24,0.0
63160,David Hollingsworth,1,24,0.0
63161,Shanthi Nadaraja,1,24,0.0
63162,Ross Melling,1,24,0.0
63163,Gary Tippett,1,24,0.0
63164,Laura Erikson,1,24,0.0
63166,Mélanie Poudroux,1,24,0.0
63167,Amelia Ford,1,24,0.0
63168,Nigel McKeand,1,24,0.0
63169,Troy Nixey,1,24,0.0
63170,Eddie Ritchard,1,24,0.0
4307,Jay Schwalm,1,4,0.0
63184,Colleen Bolton ,1,17,0.0
63186,Scott Richter,1,17,0.0
63188,Mathew St. Patrick,1,17,0.0
63189,Joseph P. Genier,1,17,0.0
63191,Thomas L. Carter,1,17,0.0
63192,Gregory J. Bradley,1,17,0.0
63193,Steph Song,1,17,0.0
4312,Summer Edwards,1,4,0.0
4313,Fionna Noori,1,4,0.0
4315,Zachary Robert Craft,1,4,0.0
4316,Michael O. Watkins,1,4,0.0
4317,John D. Green Sr.,1,4,0.0
4318,Julie Gershenson,1,4,0.0
4319,Chidi Ajufo,1,4,0.0
4320,Sasha Kida Reynolds,1,4,0.0
4321,Eric Brakke,1,4,0.0
63201,Karen Kilgariff,1,12,0.0
63202,Mia Weinberg,1,12,0.0
63203,Jorge Barahona,1,12,0.0
63204,Julie Hermelin,1,12,0.0
63205,Hazel Mailloux,1,12,0.0
63206,David Schrempf,1,12,0.0
63207,Nicole Gelbard,1,12,0.0
63208,Lisa Spector,1,12,0.0
63209,Seann Conway,1,12,0.0
63210,Salvador Curiel,1,12,0.0
63176,Simon Harkom,1,24,0.0
63177,Nick Nunziata,1,24,0.0
63179,Christopher Petzel,1,17,0.0
63180,Mark Cheng,1,17,0.0
63181,Lee Anthony Smith,1,17,0.0
63183,Kennedy Montano,1,17,0.0
63194,Annika Foo,1,17,0.0
63195,Andrea Roth,1,17,0.0
63198,Ernesto Quintero,1,12,0.0
63199,Julius Steuer,1,12,0.0
63200,Kerry Gelbard,1,12,0.0
27491,Mark Kochinski,1,24,0.0
27492,John Suhr,1,24,0.0
27493,Dick Beckett,1,24,0.0
27494,David Monzingo,1,24,0.0
27495,Antony Hoffman,1,24,0.0
27496,Ben Farris,1,24,0.0
27497,Peta Black,1,24,0.0
27499,Gus Duron,1,24,0.0
27467,Jason Renner,1,25,0.0
27469,Schuyler Grimsman,1,25,0.0
27473,Stephanie Bertoni,1,25,0.0
63239,Jakki Degg,1,18,0.0
63242,Ivo Cervenka,1,18,0.0
63243,Jan Boruvka,1,18,0.0
63212,Larry Ring,1,12,0.0
63213,Karen Hermelin,1,12,0.0
63216,Lukas Libal,1,18,0.0
63217,Brian Thomas Nist,1,18,0.0
63218,Walter Sittler,1,18,0.0
63219,Erin Julie Tavin,1,18,0.0
63220,Molly Schade,1,18,0.0
63221,Jarda Peterka,1,18,0.0
63222,Jonathan Spencer Levy,1,18,0.0
63224,Barbora Bucharova,1,18,0.0
63225,Zdenek Vávra,1,18,0.0
63226,Goran Uljanic,1,18,0.0
63227,Jessica Boehrs,1,18,0.0
63252,Jessica Bouz,1,18,0.0
63253,Cathy Meils,1,18,0.0
63255,Michal Svoboda,1,18,0.0
63256,Stanton Cruse,1,18,0.0
63257,John Kuchera,1,18,0.0
63258,Adam Barnhart,1,18,0.0
63259,Nial Iskhakov,1,18,0.0
63229,Mike Wike,1,18,0.0
63230,Martin C. Heselov,1,18,0.0
63231,Dominic Raacke,1,18,0.0
63232,Ben Howarth,1,18,0.0
63233,David Meeking,1,18,0.0
63235,Pavel Voracek,1,18,0.0
63236,Mirek Lux,1,18,0.0
63237,Travis Wester,1,18,0.0
63238,Kirk Chiswell,1,18,0.0
63266,Lee Frazier,1,18,0.0
63268,Helena Steidlova,1,18,0.0
63269,Kamil Jaffar,1,18,0.0
63271,Vanick Moradian,1,31,0.0
63272,Ross King,1,31,0.0
63273,Michael Slovis,1,31,0.0
63274,Takako Ishikawa,1,31,0.0
63275,Bruce Weitz,1,31,0.0
63276,Jeff Gerrard,1,31,0.0
63244,Vanessa Vogel,1,18,0.0
63245,William A. Cimino,1,18,0.0
63246,Nelia Morago,1,18,0.0
63247,Harimander Singh Khalsa,1,18,0.0
63249,Patrick Rapold,1,18,0.0
63250,Jeff Gomillion,1,18,0.0
63251,Lenka Vomocilova,1,18,0.0
63262,Jindrich Hanzl,1,18,0.0
63263,Pavel Caslavsky,1,18,0.0
63264,Milan Jáchym,1,18,0.0
63265,Lada Koranda,1,18,0.0
27474,Marie-Pierre Boucher,1,25,0.0
27475,Inbar Lavi,1,25,0.0
27476,Kelly Chambers,1,25,0.0
27478,John Pickering,1,24,0.0
27479,Jay Torta,1,24,0.0
27480,Jerry Weil,1,24,0.0
27483,Damian Bradford,1,24,0.0
27484,Scott Oshita,1,24,0.0
27451,Dennis Lee Dressler,1,25,0.0
27452,Daniel Mizuguchi,1,25,0.0
27455,Jose Marra,1,25,0.0
27456,Danielle Noe,1,25,0.0
63282,Jacob Meszaros,1,5,0.0
63283,Michelle Sandler,1,5,0.0
27457,Thomas Elder-Groebe,1,25,0.0
27459,Bex Taylor-Klaus,1,25,0.0
27460,Heidi Tebo,1,25,0.0
27434,Paul Patrick Quinn,1,25,0.0
27436,Chrissy Callan,1,25,0.0
27438,Julie Engelbrecht,1,25,0.0
27439,Corey Sweazen,1,25,0.0
63285,Dominique Saldaña,1,5,0.0
63287,Mya Stark,1,5,0.0
63290,Marika Blossfeldt,1,15,0.0
63291,Jessica Lundy,1,15,0.0
63292,Tracy Pollan,1,15,0.0
63260,Jiri Ctvrtecka,1,18,0.0
63261,Rene Mikan,1,18,0.0
27440,Lindsay Mayfield,1,25,0.0
27444,Toussaint Raphael Abessolo,1,25,0.0
27445,Sloane Coombs,1,25,0.0
27448,Candace Orlandi,1,25,0.0
27420,Stanley Ralph Ross,1,24,0.0
27423,Charles-David Deschenes,1,25,0.0
63301,Bernard Zette,1,15,0.0
63304,David Warrilow,1,15,0.0
63305,George Berndt,1,15,0.0
63307,Corey Carrier,1,14,0.0
63308,Steve Barron,1,14,0.0
63309,Sherry Mills,1,14,0.0
63277,Nia Peeples,1,31,0.0
63278,Alexandra Kamp,1,31,0.0
63279,Linda Thorson,1,31,0.0
63281,Quinn Shephard,1,5,0.0
63349,Scott Crabbe,1,1,0.0
63316,Win Butler,1,15,0.0
63317,Régine Chassagne,1,15,0.0
27424,Stephanie Spiegel,1,25,0.0
27429,Armani Jackson,1,25,0.0
8662,Jason Schugardt,1,21,0.0
8667,Samantha Mabie-Tuinstra,1,21,0.0
63321,Allyssa Brooke,1,15,0.0
63325,Carter Smith,1,24,0.0
63329,Malcolm Stumpf,1,9,0.0
63330,Tom Ropelewski,1,9,0.0
63331,Linne Radmin,1,9,0.0
63295,Gina Belafonte,1,15,0.0
63296,Donald Fagen,1,15,0.0
63297,Jay McInerney,1,15,0.0
63299,James Bridges,1,15,0.0
63335,Raúl Esparza,1,21,0.0
63336,Jeremy Chu,1,21,0.0
8668,Tim Hawkins,1,21,0.0
8669,Lisa D. DiSanto,1,21,0.0
8674,Paula Gray,1,21,0.0
27411,Bill Capizzi,1,24,0.0
27397,Peggy Lipton,1,17,0.0
27400,Mary Stuart Masterson,1,17,0.0
63341,Gerardo Rosette,1,1,0.0
63342,Joni Avery,1,1,0.0
63343,Brian Kolodziej,1,1,0.0
63344,Victor Mendez,1,1,0.0
63345,Marc Sternberg,1,1,0.0
63346,Amanda Swisten,1,1,0.0
63347,Cliff Bernay,1,1,0.0
63348,Jules Kovisars,1,1,0.0
63352,David Fanderlik,1,1,0.0
63353,Udi Nedivi,1,1,0.0
63355,Laird Stuart,1,1,0.0
27404,David Brin,1,17,0.0
27407,Lester Berman,1,17,0.0
27410,Mark Lamprell,1,24,0.0
